gene_id	KO_840	KO_843	KO_857	KO_891	WT_841	WT_842	WT_858	WT_892
ENSMUSG00000103364.1	18	9	27	49	16	8	61	23
ENSMUSG00000105982.1	0	0	4	1	0	0	0	2
ENSMUSG00000096992.3	58	29	150	104	22	17	124	93
ENSMUSG00000104475.1	71	43	48	98	84	34	221	82
ENSMUSG00000103001.1	34	13	6	19	38	3	26	17
ENSMUSG00000104397.1	0	0	0	0	0	0	0	0
ENSMUSG00000102839.1	0	0	0	0	0	0	0	0
ENSMUSG00000101206.1	0	0	0	0	0	0	0	1
ENSMUSG00000101462.2	1	1	6	1	18	2	4	6
ENSMUSG00000102336.1	10	14	38	19	31	8	13	40
ENSMUSG00000092852.1	0	0	0	0	0	0	0	0
ENSMUSG00000042111.9	684	605	507	345	605	260	290	330
ENSMUSG00000101711.1	2	5	1	2	4	5	6	0
ENSMUSG00000026127.13	3732	3344	3312	2702	3605	1833	3011	2517
ENSMUSG00000026126.15	55	66	38	15	86	28	7	11
ENSMUSG00000100280.2	3	1	0	0	2	0	0	5
ENSMUSG00000101223.6	0	0	0	0	7	0	0	0
ENSMUSG00000026125.9	0	0	0	0	41	0	0	0
ENSMUSG00000101116.1	0	0	0	0	0	0	0	0
ENSMUSG00000026124.4	0	0	0	0	0	0	0	0
ENSMUSG00000101803.1	0	0	0	0	0	0	0	0
ENSMUSG00000037529.13	2	0	0	0	3	0	0	0
ENSMUSG00000045815.4	1	0	0	0	0	0	0	0
ENSMUSG00000045174.10	0	0	0	0	1	0	0	0
ENSMUSG00000100524.1	0	0	0	0	0	0	0	0
ENSMUSG00000102499.1	0	0	0	0	0	0	0	0
ENSMUSG00000103521.1	0	0	0	0	0	0	0	0
ENSMUSG00000104098.1	0	0	0	0	0	0	0	0
ENSMUSG00000037509.19	68	54	23	28	101	21	57	41
ENSMUSG00000102537.1	0	0	0	0	0	0	0	0
ENSMUSG00000102612.1	0	0	0	0	0	0	0	0
ENSMUSG00000104002.2	8	5	3	13	5	3	2	0
ENSMUSG00000037503.12	15214	13150	13776	9221	16115	8195	9917	11373
ENSMUSG00000104358.1	38	17	14	15	36	18	18	20
ENSMUSG00000026123.11	7980	6493	5384	3773	7790	3357	3740	4150
ENSMUSG00000103716.1	0	0	0	0	0	0	0	0
ENSMUSG00000103548.1	11	4	3	5	3	5	2	3
ENSMUSG00000103760.1	5	4	3	5	5	1	2	3
ENSMUSG00000103997.1	0	0	0	0	0	0	0	0
ENSMUSG00000077231.1	0	0	0	0	0	0	0	0
ENSMUSG00000104417.1	5	12	4	4	54	22	14	14
ENSMUSG00000064601.1	0	0	0	0	0	0	0	0
ENSMUSG00000101714.1	0	0	0	0	0	0	0	0
ENSMUSG00000102531.1	4	0	0	0	4	0	0	0
ENSMUSG00000103096.1	0	0	0	0	0	0	0	0
ENSMUSG00000102279.1	0	0	0	0	0	0	0	0
ENSMUSG00000103708.1	0	0	0	0	6	0	0	0
ENSMUSG00000104201.1	0	0	0	0	0	0	0	0
ENSMUSG00000102434.1	0	0	5	0	1	1	0	5
ENSMUSG00000045216.7	956	953	1884	981	2057	812	1139	2308
ENSMUSG00000104523.1	0	0	0	0	0	0	0	0
ENSMUSG00000102202.1	1	8	18	13	16	1	2	17
ENSMUSG00000037470.14	3775	3722	9275	5986	6130	2905	6352	8542
ENSMUSG00000098752.1	0	0	0	0	0	1	0	0
ENSMUSG00000047180.8	357	552	356	117	588	209	39	115
ENSMUSG00000037447.16	417	422	600	2212	546	258	3913	1090
ENSMUSG00000102762.1	1	3	1	0	14	0	0	1
ENSMUSG00000010453.12	2935	2654	5300	5697	3960	1589	7483	4983
ENSMUSG00000098680.1	0	0	0	0	0	0	0	0
ENSMUSG00000037432.15	143	91	219	263	140	64	352	252
ENSMUSG00000001143.13	5278	5049	3383	4172	4505	2519	5614	3515
ENSMUSG00000037408.10	355	367	455	375	495	208	528	279
ENSMUSG00000104316.1	37	13	0	0	10	3	5	0
ENSMUSG00000106081.1	0	0	0	0	0	0	0	0
ENSMUSG00000001138.13	4253	3832	3435	3811	4837	2095	4991	3895
ENSMUSG00000102845.1	0	0	0	0	0	0	0	0
ENSMUSG00000067653.12	28	31	34	18	83	35	45	65
ENSMUSG00000109510.1	0	0	0	0	0	0	0	0
ENSMUSG00000079610.9	824	722	496	509	1004	361	528	491
ENSMUSG00000026121.13	1424	816	582	473	1682	638	681	453
ENSMUSG00000087589.3	26	43	17	25	48	8	23	11
ENSMUSG00000046337.17	72	63	70	73	205	62	103	90
ENSMUSG00000089906.1	2	4	1	0	2	0	1	0
ENSMUSG00000077939.1	0	0	0	0	0	0	0	0
ENSMUSG00000061518.10	4065	3800	2582	2404	2824	1633	1873	1605
ENSMUSG00000037351.9	9242	8372	8337	6666	10718	5021	8598	8366
ENSMUSG00000102416.4	2	2	0	0	4	2	1	0
ENSMUSG00000104237.1	0	0	0	0	0	0	0	0
ENSMUSG00000026117.10	23	6	1	0	7	2	0	0
ENSMUSG00000097291.1	0	0	0	0	0	0	0	0
ENSMUSG00000026116.11	642	820	10841	5606	1082	571	5905	7414
ENSMUSG00000103016.1	0	1	2	0	0	1	2	2
ENSMUSG00000102930.1	22	17	27	15	9	5	15	15
ENSMUSG00000103159.1	52	17	18	42	46	5	28	24
ENSMUSG00000080054.3	8	3	0	0	0	2	0	1
ENSMUSG00000095944.1	0	0	0	0	0	0	0	0
ENSMUSG00000050122.18	5	0	0	0	32	4	0	0
ENSMUSG00000103603.1	0	0	0	0	0	0	0	0
ENSMUSG00000026114.14	0	0	0	0	6	0	0	0
ENSMUSG00000102231.1	0	0	0	0	0	0	0	0
ENSMUSG00000026113.17	991	982	1405	1097	1338	553	1152	1181
ENSMUSG00000086064.1	3	2	1	0	2	0	2	0
ENSMUSG00000102879.1	0	4	1	1	0	4	0	0
ENSMUSG00000026112.7	48298	36657	28228	19327	42667	21021	25139	25093
ENSMUSG00000026111.15	5916	4797	3896	2996	4673	2306	2560	3188
ENSMUSG00000026110.15	1174	895	1141	793	1369	631	616	1149
ENSMUSG00000103948.1	3	0	1	2	5	0	0	0
ENSMUSG00000087233.1	0	0	0	0	0	0	0	0
ENSMUSG00000026090.16	4	5	7	0	9	5	1	0
ENSMUSG00000089767.1	0	0	0	0	1	0	0	0
ENSMUSG00000104365.1	0	0	0	0	0	0	0	0
ENSMUSG00000102650.1	0	0	0	0	0	0	0	0
ENSMUSG00000060771.14	287	329	468	369	530	239	419	377
ENSMUSG00000097268.1	0	0	0	0	0	0	1	6
ENSMUSG00000037216.5	581	559	483	428	465	309	365	339
ENSMUSG00000026088.15	438	320	312	288	485	251	235	321
ENSMUSG00000026087.11	7536	7025	5241	3955	5996	3270	3444	3903
ENSMUSG00000061584.6	0	0	0	0	0	0	0	0
ENSMUSG00000087374.1	0	0	0	0	0	0	0	0
ENSMUSG00000026085.11	0	0	0	0	0	0	1	0
ENSMUSG00000089141.1	0	0	0	0	0	0	0	0
ENSMUSG00000058407.12	3014	2499	2787	1841	2894	1598	1581	2050
ENSMUSG00000026083.12	182	280	4646	3550	164	121	2297	3544
ENSMUSG00000026082.11	649	772	1015	1226	884	476	1848	1013
ENSMUSG00000103804.1	11	2	10	3	5	5	11	16
ENSMUSG00000102716.1	0	0	0	0	0	0	0	0
ENSMUSG00000037138.16	57	98	202	125	105	21	71	247
ENSMUSG00000085391.1	1	0	0	0	2	2	0	3
ENSMUSG00000085280.1	1	1	0	1	2	0	0	1
ENSMUSG00000087131.7	8	0	0	0	0	0	0	1
ENSMUSG00000102984.1	0	0	0	0	0	0	0	0
ENSMUSG00000102541.1	0	0	0	0	0	0	0	0
ENSMUSG00000103531.1	0	0	0	0	0	0	0	0
ENSMUSG00000048814.10	168	223	267	326	269	127	134	480
ENSMUSG00000026080.13	6	4	0	0	8	1	0	0
ENSMUSG00000103647.1	0	0	0	0	0	0	0	0
ENSMUSG00000102447.1	2	0	0	4	0	2	0	1
ENSMUSG00000067604.8	0	0	0	0	0	0	0	0
ENSMUSG00000026078.10	2508	2057	1279	1436	2249	1239	1387	1213
ENSMUSG00000103046.1	18	5	4	9	11	7	1	3
ENSMUSG00000104188.1	0	0	0	0	0	1	0	0
ENSMUSG00000103182.1	0	0	0	0	0	0	0	0
ENSMUSG00000098833.1	0	0	0	0	0	0	0	0
ENSMUSG00000026077.15	39	25	200	293	25	11	103	129
ENSMUSG00000092553.1	1	0	2	0	0	0	2	0
ENSMUSG00000092563.1	0	0	2	0	0	0	0	0
ENSMUSG00000073702.11	2590	2372	1604	1594	2288	1372	1474	1196
ENSMUSG00000003134.10	182	218	182	221	260	124	115	152
ENSMUSG00000102607.1	7	1	0	0	1	0	1	0
ENSMUSG00000065629.2	0	0	0	0	0	0	0	0
ENSMUSG00000104827.1	0	0	0	0	0	0	0	0
ENSMUSG00000003135.15	1368	1326	1838	1304	1653	733	1444	1743
ENSMUSG00000085894.1	8	43	23	16	48	3	20	20
ENSMUSG00000077704.1	0	0	1	1	3	0	3	0
ENSMUSG00000048234.13	4087	3793	3966	2939	4469	1974	1872	3071
ENSMUSG00000064936.1	1	0	10	14	10	0	3	4
ENSMUSG00000102471.1	0	0	3	0	0	0	0	0
ENSMUSG00000050967.5	6	8	47	5	15	0	1	9
ENSMUSG00000097083.1	0	0	0	0	4	0	0	0
ENSMUSG00000057173.8	3	14	20	6	57	11	1	5
ENSMUSG00000091937.3	0	0	0	0	0	0	0	0
ENSMUSG00000101634.6	0	0	0	0	0	0	0	0
ENSMUSG00000026074.14	3951	3733	25740	16262	6987	2524	15828	21453
ENSMUSG00000102985.1	0	0	0	0	1	0	0	0
ENSMUSG00000026073.13	49	43	88	15	49	36	19	90
ENSMUSG00000097899.2	4	4	15	5	5	3	1	2
ENSMUSG00000102975.1	0	0	4	0	1	0	0	0
ENSMUSG00000026072.12	1877	1377	1885	2046	3202	1486	3586	3169
ENSMUSG00000103560.1	4	15	16	55	16	4	133	85
ENSMUSG00000070942.8	178	188	23	20	204	62	7	24
ENSMUSG00000103230.1	0	0	0	0	1	1	0	0
ENSMUSG00000026069.15	145	183	36	28	248	46	4	62
ENSMUSG00000026070.15	7	15	0	0	14	2	0	1
ENSMUSG00000026068.11	43	42	7	1	46	15	1	1
ENSMUSG00000104441.1	0	0	0	0	0	0	0	0
ENSMUSG00000026065.8	25	44	59	7	100	9	16	22
ENSMUSG00000102676.1	0	0	0	0	0	0	0	0
ENSMUSG00000026062.12	89	135	128	285	63	7	28	20
ENSMUSG00000103679.1	0	0	4	0	0	0	0	0
ENSMUSG00000103270.1	2	0	0	1	15	0	8	5
ENSMUSG00000041945.12	404	331	258	226	338	168	117	220
ENSMUSG00000079588.3	22142	18370	13141	5085	28455	13536	7142	13101
ENSMUSG00000094136.2	1	0	5	2	10	0	0	0
ENSMUSG00000104072.1	0	0	0	0	0	0	0	0
ENSMUSG00000100185.1	0	0	0	0	0	0	0	0
ENSMUSG00000100832.1	0	0	0	0	0	0	0	0
ENSMUSG00000100178.1	0	0	0	0	0	0	0	0
ENSMUSG00000101877.1	0	0	0	0	0	0	0	0
ENSMUSG00000053640.2	0	0	0	0	0	0	0	0
ENSMUSG00000101919.1	0	0	0	0	0	0	0	0
ENSMUSG00000101299.2	0	0	0	0	0	0	0	0
ENSMUSG00000100180.1	0	0	0	0	0	0	0	0
ENSMUSG00000103106.1	0	0	0	0	0	0	0	0
ENSMUSG00000060424.14	0	0	0	0	0	0	0	0
ENSMUSG00000104199.1	0	0	0	0	0	0	0	0
ENSMUSG00000093436.6	0	0	0	0	0	0	0	0
ENSMUSG00000045515.3	1	0	0	0	0	0	0	0
ENSMUSG00000097063.3	0	0	0	0	0	0	0	0
ENSMUSG00000099784.1	0	0	0	0	0	0	0	0
ENSMUSG00000060679.14	2360	1971	1555	1419	2062	1047	1605	1163
ENSMUSG00000077448.1	0	0	1	0	0	0	0	0
ENSMUSG00000041907.9	1	6	0	1	1	9	0	1
ENSMUSG00000089088.1	0	0	0	0	0	0	0	0
ENSMUSG00000070939.9	2790	2887	6059	4608	4262	1863	5452	5845
ENSMUSG00000100269.1	0	0	0	0	2	0	0	1
ENSMUSG00000041878.3	14	11	4	5	5	3	24	11
ENSMUSG00000010290.7	4527	3556	3294	2075	4587	2152	2191	3056
ENSMUSG00000008136.14	79	65	15	4	74	38	1	8
ENSMUSG00000094497.1	14	12	7	2	18	16	9	12
ENSMUSG00000099576.1	4	0	0	0	0	0	0	0
ENSMUSG00000099694.1	0	0	0	0	0	0	0	0
ENSMUSG00000101923.1	0	0	0	0	0	0	0	0
ENSMUSG00000066877.11	1582	1203	1335	1440	1805	775	1527	1519
ENSMUSG00000103422.1	2	15	19	13	1	0	5	2
ENSMUSG00000103945.1	29	12	12	7	46	9	12	17
ENSMUSG00000026051.8	7	5	14	1	28	13	2	27
ENSMUSG00000100764.1	7	2	2	1	11	1	1	1
ENSMUSG00000100635.1	3	1	5	1	0	0	14	1
ENSMUSG00000100480.1	5	2	19	16	18	6	7	17
ENSMUSG00000057363.12	1847	1825	2016	1516	2342	1369	1167	1952
ENSMUSG00000090243.1	392	437	148	45	431	184	32	48
ENSMUSG00000100701.1	12	38	19	10	26	6	15	20
ENSMUSG00000101395.1	0	0	0	0	0	0	0	0
ENSMUSG00000088848.1	0	0	0	0	0	0	0	0
ENSMUSG00000095757.1	0	0	0	0	0	0	0	0
ENSMUSG00000041763.14	5035	4560	9207	6571	6134	3225	5538	7147
ENSMUSG00000047343.4	21	46	10	19	30	15	8	22
ENSMUSG00000090106.1	0	0	0	0	1	0	0	0
ENSMUSG00000091844.1	0	0	4	1	1	0	0	1
ENSMUSG00000026049.11	385	270	233	218	332	137	178	230
ENSMUSG00000101104.6	0	0	0	0	0	0	0	0
ENSMUSG00000026047.13	378	330	283	281	471	262	321	251
ENSMUSG00000041684.11	1214	934	766	832	1188	622	1113	752
ENSMUSG00000026048.16	358	258	1332	1128	560	232	1413	1438
ENSMUSG00000046828.3	0	0	0	0	0	1	1	0
ENSMUSG00000089703.1	0	0	0	0	6	0	0	0
ENSMUSG00000100966.1	0	1	0	0	0	0	0	0
ENSMUSG00000100769.1	0	0	0	0	0	0	0	0
ENSMUSG00000101567.1	35	19	7	17	13	11	19	3
ENSMUSG00000056870.9	1608	934	337	955	1252	923	1927	325
ENSMUSG00000102319.1	10	8	5	11	6	9	0	1
ENSMUSG00000089877.1	1	0	0	0	2	2	0	0
ENSMUSG00000101701.1	0	0	1	0	0	1	0	0
ENSMUSG00000103071.1	1	0	0	0	0	1	1	0
ENSMUSG00000100434.1	0	0	0	0	0	0	0	0
ENSMUSG00000100013.1	0	0	0	0	0	0	0	0
ENSMUSG00000101251.1	0	0	0	0	0	0	0	0
ENSMUSG00000101937.1	0	0	0	0	0	0	0	0
ENSMUSG00000026043.18	17179	17248	17618	42896	55668	27723	66244	102666
ENSMUSG00000105211.1	0	0	0	0	0	0	0	0
ENSMUSG00000026042.16	6837	7265	23416	15389	13638	7050	9970	29228
ENSMUSG00000104476.1	55	31	20	4	52	15	3	33
ENSMUSG00000100218.1	0	0	0	0	0	0	0	0
ENSMUSG00000100361.1	0	1	0	2	1	1	0	6
ENSMUSG00000100894.1	0	0	0	0	0	0	0	0
ENSMUSG00000095121.1	0	0	0	0	0	0	0	0
ENSMUSG00000065255.1	0	0	0	0	0	0	0	0
ENSMUSG00000100843.1	1	3	5	1	12	5	6	6
ENSMUSG00000087764.1	0	0	0	0	0	0	0	0
ENSMUSG00000025995.16	2967	2615	2912	2455	3264	1561	2507	2409
ENSMUSG00000099850.1	0	0	0	0	0	1	0	0
ENSMUSG00000084817.3	650	581	345	295	633	266	313	281
ENSMUSG00000098549.1	0	0	0	0	0	0	0	0
ENSMUSG00000099381.1	0	0	0	0	4	0	0	0
ENSMUSG00000025993.10	857	761	283	157	1404	517	356	491
ENSMUSG00000099946.1	0	0	0	0	0	0	0	0
ENSMUSG00000070896.2	0	0	0	0	0	0	2	0
ENSMUSG00000090682.4	0	0	0	0	0	0	0	1
ENSMUSG00000044457.8	0	0	0	0	0	0	0	0
ENSMUSG00000099432.1	0	0	0	0	0	0	0	1
ENSMUSG00000041144.10	21	24	82	39	43	9	43	69
ENSMUSG00000096047.1	0	0	0	0	0	0	0	0
ENSMUSG00000101262.1	15	14	27	12	18	12	11	13
ENSMUSG00000101337.6	17	7	6	17	36	17	5	24
ENSMUSG00000025986.6	2618	2131	3831	1801	2475	1004	1973	2650
ENSMUSG00000100213.1	11	9	10	10	4	1	2	8
ENSMUSG00000103129.1	0	0	0	0	0	0	0	0
ENSMUSG00000100160.1	0	0	0	0	0	0	0	0
ENSMUSG00000101921.1	0	0	0	0	0	0	0	0
ENSMUSG00000101447.1	0	0	0	0	0	0	0	0
ENSMUSG00000081185.1	0	1	1	0	0	2	2	1
ENSMUSG00000103246.1	0	0	0	0	0	0	0	0
ENSMUSG00000098876.1	0	0	0	0	0	0	0	0
ENSMUSG00000100530.1	0	0	0	0	0	0	0	0
ENSMUSG00000104067.1	0	0	0	0	0	0	0	0
ENSMUSG00000100033.1	14	31	15	17	25	7	19	19
ENSMUSG00000094968.1	0	0	0	0	0	0	0	0
ENSMUSG00000088017.1	0	0	0	0	0	0	0	0
ENSMUSG00000101996.1	0	0	0	0	0	0	0	0
ENSMUSG00000096973.1	0	0	1	0	0	0	0	0
ENSMUSG00000064943.1	0	0	2	0	0	0	7	0
ENSMUSG00000100866.1	0	0	0	0	0	0	0	0
ENSMUSG00000101721.1	0	0	0	0	0	0	0	0
ENSMUSG00000099376.1	0	0	0	0	0	0	0	0
ENSMUSG00000097883.1	0	1	3	0	0	0	1	0
ENSMUSG00000092790.1	0	0	0	0	0	0	0	0
ENSMUSG00000099698.1	0	0	0	0	0	0	0	0
ENSMUSG00000099454.1	0	0	0	0	0	0	0	2
ENSMUSG00000051616.14	0	0	0	0	0	0	0	0
ENSMUSG00000099627.1	0	4	0	0	0	0	0	0
ENSMUSG00000099577.1	0	0	0	0	0	0	0	0
ENSMUSG00000099882.1	0	0	0	0	0	0	0	0
ENSMUSG00000101760.1	0	0	0	0	0	0	0	0
ENSMUSG00000099608.1	0	0	0	0	0	0	0	0
ENSMUSG00000099864.1	0	0	0	0	0	0	0	0
ENSMUSG00000098249.1	0	0	0	0	0	0	0	0
ENSMUSG00000100451.1	0	0	0	0	0	0	0	0
ENSMUSG00000099941.1	0	0	0	0	0	0	0	0
ENSMUSG00000084531.1	0	0	0	0	0	0	0	0
ENSMUSG00000100816.1	0	0	0	0	0	0	0	0
ENSMUSG00000026109.14	1807	2869	3129	2930	2047	1082	701	3176
ENSMUSG00000100671.1	0	0	0	0	0	0	0	0
ENSMUSG00000092906.1	0	0	0	0	0	0	0	0
ENSMUSG00000101242.1	2	0	5	2	2	1	2	4
ENSMUSG00000099924.1	5	1	11	4	1	3	1	7
ENSMUSG00000099625.1	4	1	0	1	0	0	0	1
ENSMUSG00000101799.1	10	9	6	1	10	7	1	10
ENSMUSG00000045954.7	23849	19822	84389	67903	31657	16318	71428	76809
ENSMUSG00000099741.1	0	0	17	0	0	0	0	2
ENSMUSG00000101702.1	1	5	1	0	3	1	0	0
ENSMUSG00000026107.11	24970	29304	65468	27961	12156	7305	7067	6736
ENSMUSG00000099413.1	0	2	2	0	6	3	2	2
ENSMUSG00000103424.1	0	0	1	0	0	0	0	0
ENSMUSG00000101741.1	4	0	1	0	1	1	0	11
ENSMUSG00000018417.14	790	864	333	1250	661	544	3188	456
ENSMUSG00000101724.1	14	2	2	4	10	1	1	5
ENSMUSG00000100313.1	3	5	1	0	1	1	1	1
ENSMUSG00000100696.1	0	0	0	0	0	2	0	0
ENSMUSG00000099135.1	0	0	0	0	0	0	0	0
ENSMUSG00000072324.4	2	58	2	0	27	28	2	0
ENSMUSG00000062939.11	9	1	1	0	24	1	0	0
ENSMUSG00000101628.1	1	1	8	2	6	0	1	0
ENSMUSG00000078291.1	6	6	0	3	2	2	4	6
ENSMUSG00000109599.1	49	39	14	31	76	50	31	29
ENSMUSG00000026104.14	1876	1780	3900	2235	3301	1499	3011	3751
ENSMUSG00000099569.1	4	1	0	0	12	0	8	1
ENSMUSG00000026103.14	11412	8069	8801	5763	11773	4850	5279	6988
ENSMUSG00000099648.1	0	0	0	0	0	0	0	0
ENSMUSG00000065192.1	0	0	0	0	0	0	0	0
ENSMUSG00000002881.14	3984	3520	7737	4163	5045	2395	3852	5963
ENSMUSG00000097833.1	2	4	9	0	2	0	3	0
ENSMUSG00000101501.1	0	0	0	0	0	0	0	0
ENSMUSG00000100120.1	0	0	1	0	1	0	1	0
ENSMUSG00000099878.1	0	0	0	0	0	0	0	0
ENSMUSG00000100007.1	0	1	0	0	1	0	0	0
ENSMUSG00000043015.15	59	57	13	15	102	27	27	25
ENSMUSG00000103630.1	0	0	0	0	1	0	0	0
ENSMUSG00000041439.15	152	137	46	30	238	66	14	46
ENSMUSG00000100302.1	0	0	0	0	4	0	0	0
ENSMUSG00000100230.1	0	0	0	0	0	0	0	0
ENSMUSG00000026102.9	864	594	791	760	1020	595	1043	717
ENSMUSG00000041426.12	15014	13316	12077	12288	11762	8174	11256	8770
ENSMUSG00000089802.1	0	4	0	4	3	1	1	2
ENSMUSG00000043629.12	66	28	9	2	106	9	6	29
ENSMUSG00000026100.6	16	56	154	1	485	327	0	402
ENSMUSG00000089334.1	0	0	0	0	0	0	0	0
ENSMUSG00000060715.9	0	0	0	0	15	0	0	0
ENSMUSG00000026098.13	229	142	274	253	217	81	151	202
ENSMUSG00000100763.1	0	0	0	0	0	2	0	0
ENSMUSG00000026097.9	1984	1477	1087	634	1739	904	578	686
ENSMUSG00000100679.1	0	0	0	0	0	0	0	0
ENSMUSG00000026096.14	1962	1512	1430	1190	2008	950	1233	1228
ENSMUSG00000099913.1	7	1	1	0	6	0	1	0
ENSMUSG00000101838.6	0	0	1	0	0	1	1	0
ENSMUSG00000026095.15	870	616	692	509	714	319	435	495
ENSMUSG00000100267.1	0	0	0	0	0	0	0	0
ENSMUSG00000099450.1	0	0	2	0	0	0	0	0
ENSMUSG00000100069.1	0	0	0	0	0	0	0	0
ENSMUSG00000096141.2	0	0	4	0	25	2	0	0
ENSMUSG00000092657.1	0	0	0	0	0	0	0	0
ENSMUSG00000026094.14	6612	6337	5746	3008	5377	3020	1903	3719
ENSMUSG00000102405.1	0	0	0	0	0	0	0	0
ENSMUSG00000042807.15	127	202	19	4	120	93	25	16
ENSMUSG00000098443.1	0	0	0	0	0	0	0	0
ENSMUSG00000087949.1	0	0	0	0	0	0	0	0
ENSMUSG00000102868.1	0	1	0	0	0	0	0	0
ENSMUSG00000094013.1	0	0	0	0	0	0	0	0
ENSMUSG00000025983.11	4	0	1	1	11	0	4	0
ENSMUSG00000041303.7	3994	3150	4974	3661	4341	2042	3085	4190
ENSMUSG00000109809.1	0	0	0	0	0	1	0	0
ENSMUSG00000073678.4	3005	2415	3102	1810	3348	1481	1565	2222
ENSMUSG00000104136.1	0	0	2	0	0	0	0	1
ENSMUSG00000101130.1	0	0	0	0	0	0	0	0
ENSMUSG00000052331.14	2257	1844	3941	3584	2957	1287	5445	4839
ENSMUSG00000101674.6	9	18	19	20	19	3	3	7
ENSMUSG00000102503.1	10	7	30	24	39	2	16	39
ENSMUSG00000089245.1	0	0	1	1	0	0	1	2
ENSMUSG00000102642.1	37	25	28	3	17	6	9	5
ENSMUSG00000025982.13	12607	11232	25267	20583	17222	7989	18822	21127
ENSMUSG00000103030.1	37	26	12	22	39	40	46	23
ENSMUSG00000025981.13	4321	4261	4007	2245	4519	2549	3061	2758
ENSMUSG00000101122.1	54	87	15	66	71	36	74	49
ENSMUSG00000025980.14	12490	11090	15983	12108	11108	6138	9127	8724
ENSMUSG00000073676.4	1857	2031	1404	1431	1511	959	864	844
ENSMUSG00000100736.1	3	2	0	1	0	0	0	2
ENSMUSG00000089670.1	0	0	2	4	1	0	5	5
ENSMUSG00000025979.13	5420	4204	4109	2769	4526	2574	2726	3467
ENSMUSG00000061863.6	1	0	2	0	9	0	0	0
ENSMUSG00000025978.14	78	29	36	8	74	25	60	32
ENSMUSG00000097649.2	5	2	6	0	31	5	12	0
ENSMUSG00000046994.9	1089	1092	814	638	1177	587	574	726
ENSMUSG00000025977.15	5	2	0	0	37	1	0	1
ENSMUSG00000100215.1	114	104	71	64	130	76	82	54
ENSMUSG00000101945.1	0	0	0	0	2	0	0	0
ENSMUSG00000101085.1	8	4	6	3	9	1	5	9
ENSMUSG00000038349.10	408	279	282	400	394	157	408	271
ENSMUSG00000102145.1	12	4	7	4	13	2	6	5
ENSMUSG00000100309.1	0	0	0	0	0	0	0	0
ENSMUSG00000102831.1	5	1	0	1	6	0	2	1
ENSMUSG00000099950.1	0	0	0	0	0	0	0	0
ENSMUSG00000102491.1	0	0	0	0	0	0	0	0
ENSMUSG00000100372.1	0	0	0	0	0	0	0	0
ENSMUSG00000100944.1	0	0	0	0	0	0	0	0
ENSMUSG00000101332.1	0	0	0	0	0	0	0	0
ENSMUSG00000045336.5	0	0	0	0	21	0	0	0
ENSMUSG00000038331.15	15	5	47	41	5	3	8	29
ENSMUSG00000087022.4	1	7	8	3	1	1	4	0
ENSMUSG00000104310.1	0	0	0	0	0	0	0	0
ENSMUSG00000094128.1	0	0	0	0	0	0	0	0
ENSMUSG00000099945.1	0	0	0	0	8	0	0	0
ENSMUSG00000101429.1	0	0	0	0	0	0	0	0
ENSMUSG00000101129.1	2	6	1	0	3	2	10	2
ENSMUSG00000097519.2	0	0	1	0	0	1	0	1
ENSMUSG00000038323.3	1669	1606	1650	716	1527	844	602	1014
ENSMUSG00000048495.16	1011	980	784	670	867	552	506	681
ENSMUSG00000025971.6	2392	1849	1319	1076	1835	1108	1107	1108
ENSMUSG00000077776.1	0	0	0	0	0	0	0	0
ENSMUSG00000088353.1	0	0	0	0	0	0	0	0
ENSMUSG00000101826.1	0	0	0	0	0	0	0	0
ENSMUSG00000102685.1	0	0	0	0	0	0	0	0
ENSMUSG00000101151.1	0	0	0	0	0	0	0	0
ENSMUSG00000038305.14	46	70	79	110	58	64	186	132
ENSMUSG00000091283.1	0	0	0	0	0	0	0	0
ENSMUSG00000054770.16	983	838	775	789	987	408	687	623
ENSMUSG00000026039.9	21	20	230	90	24	13	15	152
ENSMUSG00000063558.4	22990	11157	19819	19216	18861	4859	15026	16868
ENSMUSG00000064294.12	43	65	160	11	124	38	5	116
ENSMUSG00000089275.1	0	0	0	0	0	0	0	0
ENSMUSG00000038242.12	3	4	35	4	9	5	1	16
ENSMUSG00000089822.1	0	0	0	0	1	0	0	0
ENSMUSG00000079554.2	3	1	1	6	6	4	2	0
ENSMUSG00000103839.1	0	0	7	6	1	1	5	8
ENSMUSG00000051223.14	31138	24987	26509	15862	30571	15598	13911	19241
ENSMUSG00000026034.17	5550	3432	3575	5355	5593	2269	5973	3083
ENSMUSG00000026035.15	2434	1882	1337	1172	2278	1254	993	1082
ENSMUSG00000026036.17	2330	2132	2184	1320	2442	1219	1486	1627
ENSMUSG00000026037.14	3158	2632	4348	2428	3804	1986	2616	3514
ENSMUSG00000094245.1	1	1	7	0	1	1	2	0
ENSMUSG00000085054.2	13	20	4	2	13	3	2	16
ENSMUSG00000038174.14	10917	11067	25843	13406	15932	8106	8594	15919
ENSMUSG00000026032.8	6185	6437	5283	4037	4927	2546	1957	2772
ENSMUSG00000100202.1	0	0	2	0	1	0	0	1
ENSMUSG00000099490.1	0	0	0	0	0	0	0	0
ENSMUSG00000059647.5	0	0	0	0	0	0	0	0
ENSMUSG00000047528.13	441	521	898	514	884	489	573	1036
ENSMUSG00000102059.1	407	256	201	186	340	163	300	217
ENSMUSG00000101046.1	0	0	1	0	0	0	0	0
ENSMUSG00000026031.15	7070	5381	11873	9207	11996	4800	10207	13226
